country,Indicator.Name,year,healthexp
Ireland,Current health expenditure per capita (current US$),2011,5563.418457
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2011,524.6916504
Iraq,Current health expenditure per capita (current US$),2011,163.420929
Iceland,Current health expenditure per capita (current US$),2011,3867.376953
Israel,Current health expenditure per capita (current US$),2011,2410.748291
Italy,Current health expenditure per capita (current US$),2011,3387.575684
Jamaica,Current health expenditure per capita (current US$),2011,251.7614441
Jordan,Current health expenditure per capita (current US$),2011,317.5778198
Japan,Current health expenditure per capita (current US$),2011,5087.102051
Kazakhstan,Current health expenditure per capita (current US$),2011,310.8926392
Kenya,Current health expenditure per capita (current US$),2011,57.38742447
Kyrgyz Republic,Current health expenditure per capita (current US$),2011,79.99365997
Cambodia,Current health expenditure per capita (current US$),2011,66.2179184
Kiribati,Current health expenditure per capita (current US$),2011,148.9050751
St. Kitts and Nevis,Current health expenditure per capita (current US$),2011,829.8640137
"Korea, Rep.",Current health expenditure per capita (current US$),2011,1521.492432
Kuwait,Current health expenditure per capita (current US$),2011,1263.820679
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2011,701.4816385
Lao PDR,Current health expenditure per capita (current US$),2011,27.5147171
Lebanon,Current health expenditure per capita (current US$),2011,711.5842896
Liberia,Current health expenditure per capita (current US$),2011,54.36535263
Libya,Current health expenditure per capita (current US$),2011,312.5773315
St. Lucia,Current health expenditure per capita (current US$),2011,466.3363037
Latin America & Caribbean,Current health expenditure per capita (current US$),2011,713.7692772
Least developed countries: UN classification,Current health expenditure per capita (current US$),2011,38.00541983
Low income,Current health expenditure per capita (current US$),2011,40.38272605
Liechtenstein,Current health expenditure per capita (current US$),2011,NA
Sri Lanka,Current health expenditure per capita (current US$),2011,119.4628677
Lower middle income,Current health expenditure per capita (current US$),2011,67.01048055
Low & middle income,Current health expenditure per capita (current US$),2011,208.7609166
Lesotho,Current health expenditure per capita (current US$),2011,121.3775253
Late-demographic dividend,Current health expenditure per capita (current US$),2011,387.213005
Lithuania,Current health expenditure per capita (current US$),2011,925.4716187
Luxembourg,Current health expenditure per capita (current US$),2011,7164.688477
Latvia,Current health expenditure per capita (current US$),2011,764.5917358
"Macao SAR, China",Current health expenditure per capita (current US$),2011,NA
St. Martin (French part),Current health expenditure per capita (current US$),2011,NA
Morocco,Current health expenditure per capita (current US$),2011,176.8651428
Monaco,Current health expenditure per capita (current US$),2011,3532.959717
Moldova,Current health expenditure per capita (current US$),2011,214.9824677
Madagascar,Current health expenditure per capita (current US$),2011,23.59222603
Maldives,Current health expenditure per capita (current US$),2011,585.9229736
Middle East & North Africa,Current health expenditure per capita (current US$),2011,391.1091413
Mexico,Current health expenditure per capita (current US$),2011,565.1291504
Marshall Islands,Current health expenditure per capita (current US$),2011,494.609375
Middle income,Current health expenditure per capita (current US$),2011,224.7038149
North Macedonia,Current health expenditure per capita (current US$),2011,329.9670105
Mali,Current health expenditure per capita (current US$),2011,32.94842529
Malta,Current health expenditure per capita (current US$),2011,1960.061157
Myanmar,Current health expenditure per capita (current US$),2011,20.42988205
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2011,254.4650697
Montenegro,Current health expenditure per capita (current US$),2011,NA
Mongolia,Current health expenditure per capita (current US$),2011,135.1822205
Northern Mariana Islands,Current health expenditure per capita (current US$),2011,NA
Mozambique,Current health expenditure per capita (current US$),2011,23.60878181
Mauritania,Current health expenditure per capita (current US$),2011,45.01359177
Mauritius,Current health expenditure per capita (current US$),2011,396.6302185
Malawi,Current health expenditure per capita (current US$),2011,38.38076782
Malaysia,Current health expenditure per capita (current US$),2011,352.5934143
North America,Current health expenditure per capita (current US$),2011,7891.073139
Namibia,Current health expenditure per capita (current US$),2011,550.1514282
New Caledonia,Current health expenditure per capita (current US$),2011,NA
Niger,Current health expenditure per capita (current US$),2011,24.97103691
Nigeria,Current health expenditure per capita (current US$),2011,84.42679596
Nicaragua,Current health expenditure per capita (current US$),2011,124.9501953
Netherlands,Current health expenditure per capita (current US$),2011,5554.845215
Norway,Current health expenditure per capita (current US$),2011,8900.37207
Nepal,Current health expenditure per capita (current US$),2011,34.31938171
Nauru,Current health expenditure per capita (current US$),2011,688.4646606
New Zealand,Current health expenditure per capita (current US$),2011,3626.029297
OECD members,Current health expenditure per capita (current US$),2011,4354.635624
Oman,Current health expenditure per capita (current US$),2011,535.3108521
Other small states,Current health expenditure per capita (current US$),2011,568.5474486
Pakistan,Current health expenditure per capita (current US$),2011,28.48985481
Panama,Current health expenditure per capita (current US$),2011,619.0647583
Peru,Current health expenditure per capita (current US$),2011,265.5020447
Philippines,Current health expenditure per capita (current US$),2011,98.94901276
Palau,Current health expenditure per capita (current US$),2011,1013.56073
Papua New Guinea,Current health expenditure per capita (current US$),2011,56.75515366
Poland,Current health expenditure per capita (current US$),2011,866.0946655
Pre-demographic dividend,Current health expenditure per capita (current US$),2011,61.60983364
Puerto Rico,Current health expenditure per capita (current US$),2011,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2011,NA
Portugal,Current health expenditure per capita (current US$),2011,2207.695557
Paraguay,Current health expenditure per capita (current US$),2011,270.7251892
West Bank and Gaza,Current health expenditure per capita (current US$),2011,NA
Pacific island small states,Current health expenditure per capita (current US$),2011,176.710709
Post-demographic dividend,Current health expenditure per capita (current US$),2011,5088.083659
French Polynesia,Current health expenditure per capita (current US$),2011,NA
Qatar,Current health expenditure per capita (current US$),2011,1375.136475
Romania,Current health expenditure per capita (current US$),2011,426.5997314
Russian Federation,Current health expenditure per capita (current US$),2011,684.7526245
Rwanda,Current health expenditure per capita (current US$),2011,51.6364212
South Asia,Current health expenditure per capita (current US$),2011,44.92268654
Saudi Arabia,Current health expenditure per capita (current US$),2011,882.3187256
Sudan,Current health expenditure per capita (current US$),2011,125.2001419
Senegal,Current health expenditure per capita (current US$),2011,56.36767197
Singapore,Current health expenditure per capita (current US$),2011,1704.372925
Solomon Islands,Current health expenditure per capita (current US$),2011,122.7573395
Sierra Leone,Current health expenditure per capita (current US$),2011,59.10702133
El Salvador,Current health expenditure per capita (current US$),2011,266.7733459
